WORK_ORD_NO,WORK_ORD_STATUS,WORK_ORD_STATUS,WORK_ORD_COMPLETION_DT,WORK_ORD_CLOSE_DT,JOB_EFFECTIVE_DT,ACT_NO,GRP_ID,STATUS_CD,EXECUTED_DT,LAST_UPDATE_ID,LAST_UPDATE_DT
ZDC4994001,4,Closed,2023-04-19 19:35:45,2023-04-20 12:01:13,2023-04-19 07:35:00,3,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-19 19:35:42
ZDC5298003,4,Closed,2023-04-20 09:00:59,2023-04-20 12:01:12,2023-04-20 09:00:00,0,SYSBILLING,COM,,OM_JOB_SERVER,2023-04-20 09:00:58
ZDC5298004,4,Closed,2023-04-20 09:01:07,2023-04-20 12:01:12,2023-04-20 09:00:00,0,SYSBILLING,COM,,OM_JOB_SERVER,2023-04-20 09:01:06
ZDC5298005,4,Closed,2023-04-20 09:01:03,2023-04-20 12:01:12,2023-04-20 09:00:00,0,SYSBILLING,COM,,OM_JOB_SERVER,2023-04-20 09:01:02
ZDC5298006,4,Closed,2023-04-20 09:01:06,2023-04-20 12:01:12,2023-04-20 09:00:00,0,SYSBILLING,COM,,OM_JOB_SERVER,2023-04-20 09:01:05
ZDC5298007,4,Closed,2023-04-20 09:01:11,2023-04-20 12:01:12,2023-04-20 09:00:00,0,SYSBILLING,COM,,OM_JOB_SERVER,2023-04-20 09:01:10
ZDC5299003,4,Closed,2023-04-20 09:00:38,2023-04-20 12:01:12,2023-04-20 09:00:00,0,SYSBILLING,COM,,OM_JOB_SERVER,2023-04-20 09:00:37
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,0,FTTHCHK,COM,,OPOFTV101R,2023-04-11 11:43:44
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,1,FRMS_HALF,COM,,OM_JOB_SERVER,2023-04-13 00:01:50
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,2,ICT,COM,,sabrinasds,2023-04-17 15:47:16
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,3,ANE,COM,,KYOCHEN,2023-04-18 14:44:03
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,4,MCONF,CAN,,OM_JOB_SERVER,2023-04-19 08:36:05
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-19 08:36:09
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,6,SYSDWFM,COM,2023-04-11 11:43:00,AsDWFMss,2023-04-11 11:43:54
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,7,FTTHCHK,COM,,OPOFTV101R,2023-04-19 08:40:19
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,8,MCONF,COM,2023-04-19 08:39:47,OPIAWS101R,2023-04-20 14:30:28
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,9,JOBREVIEW,COM,,abdulwahab,2023-04-19 09:24:44
ZDC5604001,4,Closed,2023-04-20 14:53:19,2023-04-20 18:01:16,2023-04-19 08:40:00,10,SYSDWFM,COM,2023-04-19 08:40:00,AsDWFMss,2023-04-19 08:40:24
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,0,OSS,COM,,OM_AUTO_ALLOC,2023-04-11 11:39:58
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,1,WFMAPT,CAN,,OM_JOB_SERVER,2023-04-20 10:23:05
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,2,WFM,CAN,,OM_JOB_SERVER,2023-04-20 10:22:44
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,3,TNP,COM,,yktan,2023-04-18 16:13:12
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,4,PNOCP,COM,,CP793531,2023-04-19 17:45:18
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,5,WBPO,COM,,heechuang,2023-04-19 09:24:32
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,6,ODC_ME9,COM,,CP915243,2023-04-19 20:22:57
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,7,ODC_LTC9,COM,,CP915243,2023-04-19 20:23:38
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,8,TNP,COM,,tbrg,2023-04-20 09:10:03
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,9,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 09:10:08
ZDC5889001,4,Closed,2023-04-20 10:23:11,2023-04-20 12:01:14,2023-04-13 00:00:00,10,BATCH_DCI,COM,,OM_JOB_SERVER,2023-04-20 09:10:19
ZDC5896001,4,Closed,2023-04-19 00:32:00,2023-04-19 12:01:23,2023-04-19 00:27:00,0,FRMS_HALF,COM,,OM_JOB_SERVER,2023-04-11 11:36:39
ZDC5896001,4,Closed,2023-04-19 00:32:00,2023-04-19 12:01:23,2023-04-19 00:27:00,1,SLMD,COM,2023-04-19 00:10:00,AsSLMDEss,2023-04-19 00:10:54
ZDC5896001,4,Closed,2023-04-19 00:32:00,2023-04-19 12:01:23,2023-04-19 00:27:00,2,SLMD,COM,2023-04-19 00:26:00,AsSLMDEss,2023-04-19 00:27:20
ZDC5896001,4,Closed,2023-04-19 00:32:00,2023-04-19 12:01:23,2023-04-19 00:27:00,3,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-19 00:31:58
ZDC6265001,4,Closed,2023-04-19 19:04:14,2023-04-20 12:01:10,2023-04-19 07:00:00,0,SOFTPL,COM,2023-04-19 00:28:13,AUTO_COM_PROCESS,2023-04-19 19:00:29
ZDC6276002,4,Closed,2023-04-18 19:04:43,2023-04-19 12:01:18,2023-04-18 07:00:00,0,ESBUGFS,COM,,abdulwahab,2023-04-17 11:51:19
ZDC6276002,4,Closed,2023-04-18 19:04:43,2023-04-19 12:01:18,2023-04-18 07:00:00,1,SOFTES,COM,2023-04-18 08:47:03,AUTO_COM_PROCESS,2023-04-18 19:00:28
ZDC6276002,4,Closed,2023-04-18 19:04:43,2023-04-19 12:01:18,2023-04-18 07:00:00,2,CES,COM,2023-04-13 08:40:13,p1310132,2023-04-18 16:11:20
ZDC6366001,4,Closed,2023-04-20 13:27:25,2023-04-20 18:01:17,2023-03-06 00:00:00,0,CPE_CSE,COM,,CP745889,2023-04-20 13:27:21
ZDC6366001,4,Closed,2023-04-20 13:27:25,2023-04-20 18:01:17,2023-03-06 00:00:00,1,IMPACT_CSE,COM,,CP745889,2023-04-20 13:25:48
ZDC6366001,4,Closed,2023-04-20 13:27:25,2023-04-20 18:01:17,2023-03-06 00:00:00,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 13:25:54
ZDC6366001,4,Closed,2023-04-20 13:27:25,2023-04-20 18:01:17,2023-03-06 00:00:00,3,BATCH_DCI,COM,,OM_JOB_SERVER,2023-04-20 13:26:09
ZDC6366003,4,Closed,2023-04-20 13:27:15,2023-04-20 18:01:17,2023-03-06 00:00:00,0,CPE_CSE,COM,,CP745889,2023-04-20 13:27:10
ZDC6366003,4,Closed,2023-04-20 13:27:15,2023-04-20 18:01:17,2023-03-06 00:00:00,1,IMPACT_CSE,COM,,CP745889,2023-04-20 13:25:20
ZDC6366003,4,Closed,2023-04-20 13:27:15,2023-04-20 18:01:17,2023-03-06 00:00:00,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 13:25:27
ZDC6366003,4,Closed,2023-04-20 13:27:15,2023-04-20 18:01:17,2023-03-06 00:00:00,3,BATCH_DCI,COM,,OM_JOB_SERVER,2023-04-20 13:25:39
ZDC6366012,4,Closed,2023-04-20 13:26:50,2023-04-20 18:01:18,2023-03-06 00:00:00,0,CPE_CSE,COM,,CP745889,2023-04-20 13:26:47
ZDC6366012,4,Closed,2023-04-20 13:26:50,2023-04-20 18:01:18,2023-03-06 00:00:00,1,IMPACT_CSE,COM,,CP745889,2023-04-20 13:24:26
ZDC6366012,4,Closed,2023-04-20 13:26:50,2023-04-20 18:01:18,2023-03-06 00:00:00,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 13:24:38
ZDC6366012,4,Closed,2023-04-20 13:26:50,2023-04-20 18:01:18,2023-03-06 00:00:00,3,BATCH_DCI,COM,,OM_JOB_SERVER,2023-04-20 13:24:49
ZDC6366023,4,Closed,2023-04-20 14:23:17,2023-04-20 18:01:18,2023-03-06 00:00:00,0,CPE_CSE,COM,,P4000334,2023-04-19 10:58:20
ZDC6366023,4,Closed,2023-04-20 14:23:17,2023-04-20 18:01:18,2023-03-06 00:00:00,1,IMPACT_CSE,COM,,P4000334,2023-04-19 10:55:55
ZDC6366023,4,Closed,2023-04-20 14:23:17,2023-04-20 18:01:18,2023-03-06 00:00:00,2,STCARE,COM,,P1308427,2023-04-20 14:22:57
ZDC6366023,4,Closed,2023-04-20 14:23:17,2023-04-20 18:01:18,2023-03-06 00:00:00,3,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 14:23:06
ZDC6366023,4,Closed,2023-04-20 14:23:17,2023-04-20 18:01:18,2023-03-06 00:00:00,4,BATCH_DCI,COM,,OM_JOB_SERVER,2023-04-20 14:23:19
ZDC6366028,4,Closed,2023-04-20 13:26:25,2023-04-20 18:01:17,2023-03-06 00:00:00,0,CPE_CSE,COM,,CP745889,2023-04-20 13:26:22
ZDC6366028,4,Closed,2023-04-20 13:26:25,2023-04-20 18:01:17,2023-03-06 00:00:00,1,IMPACT_CSE,COM,,CP745889,2023-04-20 13:23:29
ZDC6366028,4,Closed,2023-04-20 13:26:25,2023-04-20 18:01:17,2023-03-06 00:00:00,2,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 13:23:33
ZDC6366028,4,Closed,2023-04-20 13:26:25,2023-04-20 18:01:17,2023-03-06 00:00:00,3,BATCH_DCI,COM,,OM_JOB_SERVER,2023-04-20 13:23:44
ZDC7223001,4,Closed,2023-04-19 19:00:47,2023-04-20 12:01:11,2023-04-19 07:00:00,0,SOFTTB,COM,2023-04-19 00:04:26,AUTO_COM_PROCESS,2023-04-19 19:00:29
ZDC7276001,4,Closed,2023-04-20 15:06:27,2023-04-20 18:01:25,2023-04-18 00:00:00,0,MCONF,COM,2023-04-11 13:32:28,OPIAWS101R,2023-04-20 14:30:28
ZDC7276001,4,Closed,2023-04-20 15:06:27,2023-04-20 18:01:25,2023-04-18 00:00:00,1,FRMS_FULL,COM,,AUTO_COM_PROCESS,2023-04-20 14:57:01
ZDC8111001,4,Closed,2023-04-19 19:02:32,2023-04-20 12:01:08,2023-04-19 07:00:00,0,SOFTBP,COM,2023-04-19 08:48:28,AUTO_COM_PROCESS,2023-04-19 19:00:29
ZDC8146001,9,PONR,,,2023-04-28 08:59:00,0,EXVM2,COM,2023-04-28 00:16:00,pshr,2023-04-28 09:35:30
ZDC8146001,9,PONR,,,2023-04-28 08:59:00,1,EXSXSCP2,DLY,2023-04-28 00:16:00,OM_AUTO_ALLOC,2023-04-28 00:48:21
ZDC8146001,9,PONR,,,2023-04-28 08:59:00,2,EXCY4,COM,2023-04-28 08:54:28,p1309860,2023-04-28 08:59:56
ZDC8166001,4,Closed,2023-04-19 19:04:16,2023-04-20 12:01:17,2023-04-19 07:00:00,0,SOFTGL,COM,2023-04-19 00:06:05,AUTO_COM_PROCESS,2023-04-19 19:00:29
ZDC8243001,4,Closed,2023-04-20 17:35:54,2023-04-20 18:01:16,2023-04-20 05:35:00,0,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-04-11 14:58:38
ZDC8243001,4,Closed,2023-04-20 17:35:54,2023-04-20 18:01:16,2023-04-20 05:35:00,1,SLMD,COM,2023-04-20 00:00:00,AsSLMDEss,2023-04-20 17:34:16
ZDC8243001,4,Closed,2023-04-20 17:35:54,2023-04-20 18:01:16,2023-04-20 05:35:00,2,SGMDP,COM,2023-04-20 17:34:00,AsSLMDEss,2023-04-20 17:35:04
ZDC8243001,4,Closed,2023-04-20 17:35:54,2023-04-20 18:01:16,2023-04-20 05:35:00,3,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 17:35:52
ZDC8265001,4,Closed,2023-04-20 15:05:12,2023-04-20 18:01:25,2023-04-18 00:00:00,0,MCONF,COM,2023-04-11 15:08:20,OPIAWS101R,2023-04-20 14:30:28
ZDC8265001,4,Closed,2023-04-20 15:05:12,2023-04-20 18:01:25,2023-04-18 00:00:00,1,FRMS_FULL,COM,,AUTO_COM_PROCESS,2023-04-20 14:54:01
ZDC8456001,4,Closed,2023-04-20 13:01:08,2023-04-20 18:01:09,2023-04-12 00:00:00,0,PWCW,COM,,p1327066,2023-04-18 18:01:47
ZDC8456001,4,Closed,2023-04-20 13:01:08,2023-04-20 18:01:09,2023-04-12 00:00:00,1,SGX19,COM,,P4002677,2023-04-20 12:52:53
ZDC8456001,4,Closed,2023-04-20 13:01:08,2023-04-20 18:01:09,2023-04-12 00:00:00,2,GSDT79,COM,,P4002677,2023-04-20 12:53:09
ZDC8456001,4,Closed,2023-04-20 13:01:08,2023-04-20 18:01:09,2023-04-12 00:00:00,3,IPVM3,CAN,,OM_JOB_SERVER,2023-04-20 13:00:47
ZDC8456001,4,Closed,2023-04-20 13:01:08,2023-04-20 18:01:09,2023-04-12 00:00:00,4,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-04-13 12:59:43
ZDC8456001,4,Closed,2023-04-20 13:01:08,2023-04-20 18:01:09,2023-04-12 00:00:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 13:00:55
ZDC8456001,4,Closed,2023-04-20 13:01:08,2023-04-20 18:01:09,2023-04-12 00:00:00,6,BATCH_DCI,COM,,OM_JOB_SERVER,2023-04-20 13:01:09
ZDC8584001,4,Closed,2023-04-20 15:04:02,2023-04-20 18:01:16,2023-04-18 00:00:00,0,FTTHCHK,COM,,OPOFTV101R,2023-04-11 15:36:34
ZDC8584001,4,Closed,2023-04-20 15:04:02,2023-04-20 18:01:16,2023-04-18 00:00:00,1,FRMS_HALF,COM,,OM_JOB_SERVER,2023-04-13 00:03:27
ZDC8584001,4,Closed,2023-04-20 15:04:02,2023-04-20 18:01:16,2023-04-18 00:00:00,2,ICT,COM,,sabrinasds,2023-04-17 15:51:05
ZDC8584001,4,Closed,2023-04-20 15:04:02,2023-04-20 18:01:16,2023-04-18 00:00:00,3,ANE,COM,,KYOCHEN,2023-04-18 14:45:26
ZDC8584001,4,Closed,2023-04-20 15:04:02,2023-04-20 18:01:16,2023-04-18 00:00:00,4,MCONF,COM,2023-04-18 14:46:52,OPIAWS101R,2023-04-20 14:30:28
ZDC8584001,4,Closed,2023-04-20 15:04:02,2023-04-20 18:01:16,2023-04-18 00:00:00,5,FRMS_FULL,COM,,AUTO_COM_PROCESS,2023-04-20 14:51:01
ZDC8584001,4,Closed,2023-04-20 15:04:02,2023-04-20 18:01:16,2023-04-18 00:00:00,6,SYSDWFM,COM,2023-04-11 15:36:00,AsDWFMss,2023-04-11 15:36:41
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,0,FRMS_HALF,COM,,OM_JOB_SERVER,2023-04-12 17:07:31
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,1,OLLC_AUS,COM,,P4002744,2023-06-20 17:53:24
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,2,CNP31,COM,,P4001964,2023-06-21 09:55:30
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,3,FOC_AUS,COM,,P4002744,2023-08-17 11:07:02
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,4,CNP43,COM,,P4000371,2023-08-17 15:58:57
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,5,CNP43,COM,,P4000371,2023-08-17 16:02:01
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,6,SDE_TP,COM,,P4002744,2023-09-21 14:20:53
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,7,OLLC_CHECK,COM,,P4008215,2023-08-18 11:38:42
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,8,GSDT643,COM,,P4000371,2023-08-22 18:13:52
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,9,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-21 14:20:57
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,10,BATCH_DCI,COM,,OM_JOB_SERVER,2023-09-21 14:21:09
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,11,JOBREVIEW,COM,,CP976152,2023-06-22 12:43:20
ZDC8592004,4,Closed,2023-09-21 14:21:09,2023-09-21 18:01:29,2023-06-15 00:00:00,12,JOBREVIEW,COM,,P4008215,2023-08-21 15:24:47
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,0,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-04-12 17:07:18
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,1,OLLC_AUS,COM,,P4002744,2023-06-20 17:44:35
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,2,CNP31,COM,,P4001964,2023-06-21 09:58:44
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,3,FOC_AUS,COM,,P4002744,2023-08-17 11:05:03
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,4,CNP43,COM,,P4000371,2023-08-17 16:10:15
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,5,CNP43,COM,,P4000371,2023-08-17 16:16:26
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,6,SDE_TP,COM,,P4002744,2023-09-21 14:24:20
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,7,OLLC_CHECK,COM,,P4008215,2023-08-18 11:37:36
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,8,GSDT643,COM,,P4000371,2023-08-22 18:15:17
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,9,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-21 14:24:27
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,10,BATCH_DCI,COM,,OM_JOB_SERVER,2023-09-21 14:24:39
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,11,JOBREVIEW,COM,,CP976152,2023-06-22 12:42:34
ZDC8592005,4,Closed,2023-09-21 14:24:39,2023-09-21 18:01:29,2023-06-15 00:00:00,12,JOBREVIEW,COM,,CP976152,2023-08-21 15:45:01
ZDC8612001,4,Closed,2023-04-20 14:59:19,2023-04-20 18:01:23,2023-04-18 00:00:00,0,MCONF,COM,2023-04-11 15:33:59,OPIAWS101R,2023-04-20 14:30:28
ZDC8612001,4,Closed,2023-04-20 14:59:19,2023-04-20 18:01:23,2023-04-18 00:00:00,1,FRMS_FULL,COM,,AUTO_COM_PROCESS,2023-04-20 14:36:01
ZDC8819001,4,Closed,2023-04-18 17:36:09,2023-04-18 18:01:12,2023-04-18 05:35:00,0,SOFTSG,COM,,FTTH_UpdateLineID,2023-04-18 02:07:34
ZDC8819001,4,Closed,2023-04-18 17:36:09,2023-04-18 18:01:12,2023-04-18 05:35:00,1,SLMD,COM,2023-04-18 00:01:00,AsSLMDEss,2023-04-18 17:34:36
ZDC8819001,4,Closed,2023-04-18 17:36:09,2023-04-18 18:01:12,2023-04-18 05:35:00,2,SGMDP,COM,2023-04-18 17:35:00,AsSLMDEss,2023-04-18 17:35:30
ZDC8819001,4,Closed,2023-04-18 17:36:09,2023-04-18 18:01:12,2023-04-18 05:35:00,3,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-18 17:36:07
ZDC9583002,4,Closed,2023-04-19 19:02:34,2023-04-20 12:01:11,2023-04-19 07:00:00,0,SOFTBD,COM,2023-04-19 00:00:27,AUTO_COM_PROCESS,2023-04-19 19:00:29
ZDC9972002,2,Submitted,,,,0,SDE_TP,DLY,,CP932673,2023-07-24 18:03:28
ZDC9972004,2,Submitted,,,,0,SDE_TP,DLY,,P4002744,2023-07-24 16:58:55
ZDC9972006,2,Submitted,,,,0,SDE_TP,DLY,,P4002744,2023-07-24 17:00:01
ZDD6136001,2,Submitted,,,,0,PWCT1,COM,,abuenaobra,2023-04-17 17:10:21
ZDD6136001,2,Submitted,,,,1,EXCY3,COM,,hkboon,2023-04-18 09:06:56
ZDD6136001,2,Submitted,,,,2,EXES3,COM,,hkboon,2023-04-18 11:37:55
ZDD6136001,2,Submitted,,,,3,PWCT1,COM,,abuenaobra,2023-04-17 17:10:45
ZDD6136001,2,Submitted,,,,4,TNP,COM,,OM_JOB_SERVER,2023-04-17 17:10:55
ZDD6136001,2,Submitted,,,,5,GSPSG_LTC,DLY,,OM_AUTO_ALLOC,2023-09-05 14:56:28
ZDD6136001,2,Submitted,,,,6,GSPSG_LTC3,DLY,,OM_AUTO_ALLOC,2023-09-05 15:05:50
ZDD6136001,2,Submitted,,,,7,FRMS_FULL,NRD,,OM_AUTO_ALLOC,2023-04-13 02:06:30
ZDD6139001,2,Submitted,,,,0,PWCT1,COM,,abuenaobra,2023-04-17 17:11:42
ZDD6139001,2,Submitted,,,,1,EXCY3,COM,,hkboon,2023-04-18 09:06:56
ZDD6139001,2,Submitted,,,,2,EXES3,COM,,hkboon,2023-04-18 11:37:55
ZDD6139001,2,Submitted,,,,3,PWCT1,COM,,abuenaobra,2023-04-17 17:11:51
ZDD6139001,2,Submitted,,,,4,TNP,COM,,OM_JOB_SERVER,2023-04-17 17:11:59
ZDD6139001,2,Submitted,,,,5,GSPSG_LTC,DLY,,OM_AUTO_ALLOC,2023-09-05 14:53:52
ZDD6139001,2,Submitted,,,,6,GSPSG_LTC3,DLY,,OM_AUTO_ALLOC,2023-09-05 15:05:49
ZDD6139001,2,Submitted,,,,7,FRMS_FULL,NRD,,OM_AUTO_ALLOC,2023-04-13 02:07:16
ZDD6273001,4,Closed,2023-04-20 15:00:23,2023-04-20 18:01:26,2023-04-18 00:00:00,0,MCONF,COM,2023-04-12 08:34:41,OPIAWS101R,2023-04-20 14:30:28
ZDD6273001,4,Closed,2023-04-20 15:00:23,2023-04-20 18:01:26,2023-04-18 00:00:00,1,FRMS_FULL,COM,,AUTO_COM_PROCESS,2023-04-20 14:39:01
ZDD7216001,4,Closed,2023-04-20 15:10:32,2023-04-20 18:01:14,2023-04-18 00:00:00,0,MCONF,COM,2023-04-12 09:45:52,OPIAWS101R,2023-04-20 14:30:27
ZDD7216001,4,Closed,2023-04-20 15:10:32,2023-04-20 18:01:14,2023-04-18 00:00:00,1,FRMS_FULL,COM,,AUTO_COM_PROCESS,2023-04-20 15:00:01
ZDD7265001,4,Closed,2023-04-19 11:59:37,2023-04-19 12:01:10,2023-04-19 11:59:00,0,CPAAS1,COM,,OM_JOB_SERVER,2023-04-19 10:00:32
ZDD7265001,4,Closed,2023-04-19 11:59:37,2023-04-19 12:01:10,2023-04-19 11:59:00,1,FRMS_HALF,COM,,OM_JOB_SERVER,2023-04-14 00:03:57
ZDD7265001,4,Closed,2023-04-19 11:59:37,2023-04-19 12:01:10,2023-04-19 11:59:00,2,EXIP4,COM,,kongjiajun,2023-04-19 11:59:21
ZDD7265001,4,Closed,2023-04-19 11:59:37,2023-04-19 12:01:10,2023-04-19 11:59:00,3,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-19 11:59:35
ZDD7265003,4,Closed,2023-04-19 10:28:16,2023-04-19 18:01:11,2023-04-19 10:28:00,0,EXSHLR1,COM,,p1310141,2023-04-19 10:28:14
ZDD7551001,4,Closed,2023-04-20 15:00:38,2023-04-20 18:01:16,2023-04-17 07:30:00,0,FTTHCHK,COM,,OPOFTV101R,2023-04-12 10:30:49
ZDD7551001,4,Closed,2023-04-20 15:00:38,2023-04-20 18:01:16,2023-04-17 07:30:00,1,FRMS_HALF,COM,,OM_JOB_SERVER,2023-04-14 00:16:21
ZDD7551001,4,Closed,2023-04-20 15:00:38,2023-04-20 18:01:16,2023-04-17 07:30:00,2,ICT,COM,,OPOOPN107R,2023-04-17 19:05:39
ZDD7551001,4,Closed,2023-04-20 15:00:38,2023-04-20 18:01:16,2023-04-17 07:30:00,3,ANE1,COM,,OPONRS301R,2023-04-17 19:30:44
ZDD7551001,4,Closed,2023-04-20 15:00:38,2023-04-20 18:01:16,2023-04-17 07:30:00,4,MCONF,COM,2023-04-17 19:31:45,OPIAWS101R,2023-04-20 14:30:27
ZDD7551001,4,Closed,2023-04-20 15:00:38,2023-04-20 18:01:16,2023-04-17 07:30:00,5,FRMS_FULL,COM,,AUTO_COM_PROCESS,2023-04-20 14:39:01
ZDD7551001,4,Closed,2023-04-20 15:00:38,2023-04-20 18:01:16,2023-04-17 07:30:00,6,SYSDWFM,COM,2023-04-12 10:31:00,AsDWFMss,2023-04-12 10:31:33
ZDD7594001,4,Closed,2023-04-19 19:05:45,2023-04-20 12:01:12,2023-04-19 07:00:00,0,SOFTCY,COM,2023-04-19 00:37:35,AUTO_COM_PROCESS,2023-04-19 19:00:29
ZDD7594002,4,Closed,2023-04-19 19:04:18,2023-04-20 12:01:12,2023-04-19 07:00:00,0,SOFTCY,COM,2023-04-19 00:31:43,AUTO_COM_PROCESS,2023-04-19 19:00:29
ZDD7594003,4,Closed,2023-04-19 19:04:20,2023-04-20 12:01:12,2023-04-19 07:00:00,0,SOFTCY,COM,2023-04-19 00:38:50,AUTO_COM_PROCESS,2023-04-19 19:00:29
ZDD7624001,4,Closed,2023-10-03 15:48:44,2023-10-03 18:01:27,2023-04-27 00:00:00,0,GACY,COM,,madiha,2023-04-12 10:37:57
ZDD7624001,4,Closed,2023-10-03 15:48:44,2023-10-03 18:01:27,2023-04-27 00:00:00,1,GACY,COM,,madiha,2023-04-12 10:38:56
ZDD7624001,4,Closed,2023-10-03 15:48:44,2023-10-03 18:01:27,2023-04-27 00:00:00,2,GACY,COM,,madiha,2023-04-12 10:40:16
